end (Year end),host (Host state ISO3),filed (Year filed),execme_end,execme_filed,v2pariglef_filed,v2pariglef_filed_dummy,v2pariglef_end_dummy,winner,state_lose,settled,v2pariglef_filed_ref,direct,v2pariglef_end,v2pariglef_end_ref1,v2pariglef_end_ref2,caseno (Case no.),parties (Parties to arbitration),direct2,execrlc,execrlc_dummy2,execrlc_dummy,execrlc_count,home (Home state ISO3),partisan,execnat,home2 (Home state2 ISO3),home3 (Home state3 ISO3),home4 (Home state4 ISO3),home5 (Home state5 ISO3),venue (Venue or rules adopted),legal (Legal doc. invoked),invsttype (Text on investment type),sector (Sector 3-letter code),asought_text (Text on award sought),"asought_usm (Award sought in US$m, exchange rate at time of filing, less interest/costs)",concluded (Arbitration concluded),ainvst_text (Text on award to investor),"ainvst_usm (Award to investor in US$m, not including costs/interest)",annul (Annulment filed),annul_filed (Year annulment filed),annul_end (Year annulment ends),annulstatus (Status of annulment)
2013,KHM,2009,CPP,CPP,3.8,0,0,state,0,0,KPK,0,3.663,,,ARB/09/18,Cambodia Power Company v. Kingdom of Cambodia,1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Electric power concession,UTL,US$65m,65,yes,0,0,no,n.a.,n.a.,n.a.
2013,MDA,2012,independent,PDM,3.166,0,NA,state,0,0,,0,NA,,,V091/2012,Grand Torg SRL v. Moldova (also known as Yuri Bogdanov and Yulia Bodganova v. Republic of Moldova),1,-999,NA,NA,NA,RUS,,NA,n.a.,n.a.,n.a.,n.a.,SCC,Moldova-Russian Federation BIT,Manufacturing (chemical products),MFG,US$150000,0.2,yes,0,0,n.a.,n.a.,n.a.,n.a.
2013,MDA,2012,independent,PDM,3.166,0,NA,state,0,0,,0,NA,,,V091/2012,Yuri Bogdanov and Yulia Bogdanova v. Republic of Moldova (IV),1,-999,NA,NA,NA,RUS,,NA,n.a.,n.a.,n.a.,n.a.,SCC,Moldova-Russia BIT,Manufacturing (paint),MFG,MDL1.5m,0.12,yes,0,0,no,n.a.,n.a.,n.a.
2004,MEX,2000,PAN,PRI,3.727,0,0,state,0,0,,0,4.718,,4.767 (2003),ARB(AF)/00/3,Waste Management v. United Mexican States (2nd case),1,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,NAFTA,Waste management,SER,"Not less than US$36m, plus costs",36,yes,0,0,no,n.a.,n.a.,n.a.
2000,MEX,1998,PRI,PRI,3.788,0,0,state,0,0,,0,3.629,,,ARB(AF)/98/2,Waste Management v. United Mexican States (1st case),1,2,1,NA,1,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,NAFTA,Waste management,SER,"Not less than US$36m, plus costs",36,yes,0,0,no,n.a.,n.a.,n.a.
1999,MEX,1997,PRI,PRI,3.818,0,0,state,0,0,,0,3.604,,3.629 (2000),ARB(AF)/97/2,"Robert Azinian, et al v. United Mexican States",1,2,1,NA,1,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,"NAFTA, Contract",Waste management,SER,Up to US$19.2m,19.2,yes,0,0,no,n.a.,n.a.,n.a.
2007,MEX,2005,PAN,PAN,4.666,0,0,state,0,0,,0,4.588,,4.621 (2006),ARB(AF)/05/1,"Bayview Irrigation District, et al v. United Mexican States",1,1,0,0,0,CAN,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,NAFTA,Agricultural enterprise,AGR,Up to US$667687930,667.7,yes,0,0,no,n.a.,n.a.,n.a.
2006,MEX,2002,PAN,PAN,4.727,0,0,state,0,0,,0,4.621,,,n.a.,International Thunderbird Gaming Corporation v. United Mexican States,1,1,0,0,0,CAN,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Gaming,SER,Not less than US$100m,100,yes,0,0,n.a.,n.a.,n.a.,n.a.
2006,MEX,2002,PAN,PAN,4.727,0,0,state,0,0,,0,4.621,,,ARB(AF)/02/1,Fireman's Fund Insurance Company v. United Mexican States,1,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,NAFTA,Finance (debt instruments),FIN,US$50m,50,yes,0,0,no,n.a.,n.a.,n.a.
2004,MEX,2002,PAN,PAN,4.727,0,0,state,0,0,,0,4.718,,4.767 (2003),n.a.,GAMI Investments v. United Mexican States,1,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Agricultural enterprise (sugar),AGR,US$27.8m,27.8,yes,0,0,n.a.,n.a.,n.a.,n.a.
2015,MKD,2012,VMRO-DPMNE,VMRO-DPMNE,4.417,0,0,state,0,0,,0,4.366,,,ARB/12/31,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd v. Macedonia, former Yugoslav Republic of",1,0,NA,NA,NA,NLD,,1,n.a.,n.a.,n.a.,n.a.,ICSID,Netherlands-Macedonia BIT,Banking,FIN,US$20m,20,yes,0,0,no,n.a.,n.a.,n.a.
2008,PER,2006,PAP,PP,4.167,0,0,state,0,0,,0,4.489,,4.489 (2006),ARB/06/13,Aguaytia Energy LLC v. Republic of Peru,1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,"Contract with host state (""Legal stability"" clause)",Electric power concession,UTL,US$91.1m,91.1,yes,0,0,no,n.a.,n.a.,n.a.
2013,PER,2010,Gana Peru,PAP,4.667,0,NA,state,0,0,,0,NA,,coalition (GANA PERU),ARB/10/2,Convial Callao SA and CCI - Compania de Concesiones de Infraestructura SA v. Republic of Peru,1,3,1,1,2,ARG,,1,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-Peru BIT,Highway construction project,UTL,At least US$114.5m,114.5,yes,0,0,no,n.a.,n.a.,n.a.
2014,PER,2010,Gana Peru,PAP,4.667,0,NA,state,0,0,,0,NA,,coalition (GANA PERU),ARB/10/17,Renee Rose Levy de Levi v. Republic of Peru,1,3,1,1,2,FRA,,1,n.a.,n.a.,n.a.,n.a.,ICSID,France-Peru BIT,Banking,FIN,US$4.036m (plus interest at 11.11%) for material damages and $2.953m for moral damages,7,yes,0,0,yes,2014,2014,discontinued
2015,PER,2011,Gana Peru,PAP,4.667,0,NA,state,0,0,,0,NA,,coalition (GANA PERU),ARB/11/17,Renee Rose Levy and Gremcitel S.A. v. Republic of Peru,1,n.a.,NA,NA,NA,FRA,,1,n.a.,n.a.,n.a.,n.a.,ICSID,France-Peru BIT,Real estate,RE,US$41000m,41000,no,0,0,no,n.a.,n.a.,n.a.
2005,PER,2003,PP,PP,4.667,0,0,state,0,0,4.667 (2006),1,3.978,,3.978 (2001),ARB/03/4,Lucchetti SA & Lucchetti Peru SA v. Republic of Peru,0,2,1,NA,1,CHL,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Chile-Peru BIT,Manufacturing (pasta),MFG,unknown,unknown,yes,0,0,yes,2005,2007,upheld
2013,PER,2011,Gana Peru,PAP,4.667,0,NA,state,0,0,,NA,NA,,coalition (GANA PERU),ARB/11/9,Caraveli Cotaruse Transmisora de Energia S.A.C. v. Republic of Peru,NA,3,1,1,2,ESP,,1,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Electric power concession,UTL,US$100m,100,yes,0,0,no,n.a.,n.a.,n.a.
2014,PHL,2011,LP,LP,4,0,0,state,0,0,,0,3.836,,,ARB/11/12,Fraport AG Frankfurt Airport Services Worldwide v. Republic of the Philippines,1,2,1,NA,1,DEU,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Germany-Philippines BIT,Airport,SER,unknown,unknown,yes,0,0,no,n.a.,n.a.,n.a.
2007,PHL,2003,Lakas-CMD,Lakas-CMD,4.5,0,0,state,0,0,,0,4.381,,,ARB/03/25,Fraport AG Frankfurt Airport Services Worldwide v. Republic of the Philippines,1,2,1,NA,1,DEU,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Germany-Philippines BIT,Airport,SER,Approximately US$450m,450,yes,0,0,yes,2008,2010,overturned
2011,POL,2009,PO,PiS,3.142,0,0,state,0,0,,NA,3.451,,,16509/JHN,East Cement for Investment Company v. Poland,NA,2,1,NA,1,JOR,,0,n.a.,n.a.,n.a.,n.a.,ICC,Poland-Jordan BIT,Manufacturing (cement),MFG,US$280000,0.3,yes,0,0,no,n.a.,n.a.,n.a.
2011,POL,2008,PO,PiS,3.357,0,0,state,0,0,,0,3.451,,,n.a.,Mercuria Energy Group Limited (Mercuria) v. Poland,1,2,1,NA,1,CYP,,0,n.a.,n.a.,n.a.,n.a.,SCC,Energy Charter Treaty,Oil and gas,OIL,US$700m,700,yes,0,0,n.a.,n.a.,n.a.,n.a.
2012,POL,2008,PO,PiS,3.357,0,0,state,0,0,,1,3.431,,3.451 (2011),n.a.,TRACO Deutsche Travertinwerke GmbH v. The Republic of Poland,0,2,1,NA,1,DEU,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Germany-Poland BIT,Mining (quarrying),MIN,?_8.2m,10.6,yes,0,0,n.a.,n.a.,n.a.,n.a.
2009,POL,2006,PiS,PiS,3.428,0,1,state,0,0,,0,2.896,,,n.a.,Nordzucker v Poland,1,1,0,0,0,DEU,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Germany-Poland BIT,Agricultural enterprise (sugar),AGR,?_153.7 m,165,yes,0,0,n.a.,n.a.,n.a.,n.a.
2014,POL,2012,PO,PO,3.535,0,0,state,0,0,,0,3.392,,3.372 (2015),1/1/2013,Enkev Beheer B.V. v. The Republic of Poland,1,2,1,NA,1,NLD,,0,n.a.,n.a.,n.a.,n.a.,PCA,Netherlands-Poland BIT,Manufacturing,MFG,unknown,unknown,yes,0,0,no,n.a.,n.a.,n.a.
2015,POL,2011,PO,PO,3.571,0,0,state,0,0,,0,3.372,,,ARB(AF)/11/3,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland",1,2,1,NA,1,USA,,0,n.a.,n.a.,n.a.,n.a.,ISCID AF,Poland-United States BIT,Manufacturing (vegetable oil),MFG,PLN500m,146.2m,yes,0,0,no,n.a.,n.a.,n.a.
2001,PRY,1998,Colorado,Colorado,4.667,0,0,state,0,0,,0,3.823,,3.447 (2003),ARB/98/5,Eudoro Armando Olguin v. Republic of Paraguay,1,1,0,0,0,PER,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Paraguay-Peru BIT,Manufacturing (foodstuffs),MFG,"Paraguayan Guarani 2407057500, plus interest",1.3,yes,0,0,no,n.a.,n.a.,n.a.
2020,RUS,2015,United Russia,United Russia,3.033,0,1,state,0,0,,0,2.989,,2.989 (2016),unknown,Sergei Viktorovich Pugachev v. The Russian Federation,1,2,1,NA,1,FRA,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Russian-France BIT,,,US$12000m,12000,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2011,RUS,2009,United Russia,United Russia,3.167,0,0,state,0,0,,NA,3.151,,,n.a.,Cesare Galdabini SpA v. Russian Federation,NA,2,1,NA,1,ITA,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Italy-Russia BIT,Finance (debt instruments),FIN,unknown,unknown,yes,0,0,n.a.,n.a.,n.a.,n.a.
2011,SLV,2009,FMLN,ARENA,5,0,1,state,0,0,,0,1.676,,1.824 (2012),ARB/09/17,"Commerce Group Corp. and San Sebastian Gold Mines, Inc. v. Republic of El Salvador",1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,"CAFTA-DR, El Salvador Investment Law (1999)",Mining,MIN,US$100m,100,yes,0,0,yes,2011,2013,discontinued
2006,SLV,2003,ARENA,ARENA,5,0,0,state,0,0,,0,4.574,,,ARB/03/26,Inceysa Vallisoletana S.L. v. Republic of El Salvador,1,1,0,0,0,ESP,,0,n.a.,n.a.,n.a.,n.a.,ICSID,El Salvador-Spain BIT,Vehicle inspection facilities,SER,Not less than US$120m,120,yes,0,0,no,n.a.,n.a.,n.a.
2012,SVK,2006,SDKU,SDKU,4.6,0,0,state,0,0,,0,4.173,,,n.a.,Jan Oostergetel & Theodora Laurentius vs. The Slovak Republic,1,3,1,1,2,NLD,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Netherlands-Slovak Republic BIT,Textile enterprise,MFG,?_298m,352.9,yes,0,0,n.a.,n.a.,n.a.,n.a.
2004,TUN,2003,RCD,RCD,3.5,0,0,state,0,0,,NA,3.332,,,1/1 Q,Tanmiah v. Tunisia,NA,3,1,1,2,SAU,,0,n.a.,n.a.,n.a.,n.a.,AIC,Arab Investment Agreement,Broadcasting enterprise,SER,US$79058170,79.1,yes,0,0,no,n.a.,n.a.,n.a.
2009,TUR,2007,AKP,AKP,4,0,0,state,0,0,,0,4.243,,,ARB(AF)/07/2,Europe Cement Investment and Trade S.A. v. Republic of Turkey,1,0,NA,NA,NA,POL,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,Energy Charter Treaty,Electric power concession,UTL,US$3.8b,3800,yes,0,0,no,n.a.,n.a.,n.a.
2010,TUR,2007,AKP,AKP,4,0,0,state,0,0,,0,4.344,,4.445 (2011),ARB/07/20,Saba Fakes v. Republic of Turkey,1,0,NA,NA,NA,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Netherlands-Turkey BIT,Telecommunications (mobile),TEL,unknown,unknown,yes,0,0,no,n.a.,n.a.,n.a.
2012,TUR,2008,AKP,AKP,4.1,0,0,state,0,0,,0,4.547,,4.445 (2011),ARB/08/13,Alapli Elektrik BV v. Republic of Turkey,1,0,NA,NA,NA,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,"Netherlands-Turkey BIT, Energy Charter Treaty",Electric power concession,UTL,US$100m,100,yes,0,0,yes,2012,2014,upheld
2014,TUR,2011,AKP,AKP,4.4,0,0,state,0,0,,0,4.751,,4.853 (2015),ARB/11/28,Tulip Real Estate and Development Netherlands B.V. v. Republic of Turkey,1,0,NA,NA,NA,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Netherlands-Turkey BIT,Real estate (residential and commercial),RE,Approximately US$300m,300,yes,0,0,yes,2014,2015,upheld
2016,TUR,2014,AKP,AKP,4.7,0,0,state,0,0,,0,4.853,,4.853 (2015),(SCC Case No. 2014/023),Cem Uzan v. Republic of Turkey,1,0,NA,NA,NA,TUR,n.a.,0,n.a.,n.a.,n.a.,n.a.,SCC,Energy Charter Treaty,Electric power concession,UTL,US$2.5b,2500,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2009,TUR,2006,AKP,AKP,4.76,0,0,state,0,0,,1,4.243,,,ARB(AF)/06/2,Cementownia Nowa Huta SA v. Republic of Turkey,0,0,NA,NA,NA,POL,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,Energy Charter Treaty,Electric power concession,UTL,US$4.6b,4600,yes,0,0,no,n.a.,n.a.,n.a.
2011,TUR,2006,AKP,AKP,4.76,0,0,state,0,0,,1,4.445,,,ARB/06/8,Libananco Holdings Co. Limited v. Republic of Turkey,0,0,NA,NA,NA,CYP,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Energy Charter Treaty,Electric power concession,UTL,Up to US$10b,10000,yes,0,0,yes,2011,2013,upheld
2003,UKR,2000,FUU,MBR,3.143,0,NA,state,0,0,NDP; 3.143 (1998),0,NA,,coalition,ARB/00/9,Generation Ukraine v. Ukraine,1,2,1,NA,1,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Ukraine-United States BIT,Real estate (commercial),RE,US$7.1b plus US$2.3b in legal costs,9400,yes,0,0,no,n.a.,n.a.,n.a.
2007,UKR,2002,independent,MBR,3.143,0,NA,state,0,0,NDP; 3.143 (1998),0,NA,,,ARB/02/18,Tokios Tokeles v. Ukraine,1,0,NA,NA,NA,LTU,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Lithuania-Ukraine BIT,Publishing,SER,"Approximately US$65, plus interest",65,yes,0,0,no,n.a.,n.a.,n.a.
2009,USA,2003,Democrats,Republicans,5,0,1,state,0,0,,0,2.173,,,n.a.,Glamis Gold Ltd. v. United States of America,1,3,1,1,2,CAN,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Mining (gold),MIN,Not less than US$50m,50,yes,0,0,n.a.,n.a.,n.a.,n.a.
2011,USA,2004,Democrats,Republicans,5,0,1,state,0,0,,0,2.173,,,n.a.,"Grand River Enterprises Six Nations Ltd, et al v. United States of America",1,3,1,1,2,CAN,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,"Manufacturing (cigarettes, tobacco)",MFG,Not less than US$340m,340,yes,0,0,n.a.,n.a.,n.a.,n.a.
2013,USA,2008,Democrats,Republicans,5,0,1,state,0,0,,0,2.173,,,(ICSID Case No. UNCT/10/2),Apotex Inc v. United States of America (2008),1,3,1,1,2,CAN,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Pharmaceuticals,MFG,Two claims of US$8m,16,yes,0,0,n.a.,n.a.,n.a.,n.a.
2007,USA,2004,Republicans,Republicans,5,0,0,state,0,0,,0,4.654,,,n.a.,"Terminal Forest Products Ltd. v. United States of America (consolidated ""Softwood Lumber Consolidated Proceeding"" 2005)",1,1,0,0,0,CAN,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Agricultural enterprise (forestry),AGR,Not less than US$90m,90,yes,0,0,n.a.,n.a.,n.a.,n.a.
2007,USA,2002,Republicans,Republicans,5,0,0,state,0,0,,0,4.654,,,n.a.,"Canfor Corporation v. United States (consolidated into ""Softwood Lumber Consolidated Proceeding"" 2005)",1,1,0,0,0,CAN,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Agricultural enterprise (forestry),AGR,Not less than US$250m,250,yes,0,0,n.a.,n.a.,n.a.,n.a.
2008,USA,2005,Republicans,Republicans,5,0,0,state,0,0,,0,4.654,,,n.a.,"Canadian Cattlemen for Fair Trade (Theodorus de Boer, et al [107 claimants]) v. United States of America",1,1,0,0,0,CAN,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Agricultural enterprise (cattle),AGR,Approximately US$235m,235,yes,0,0,n.a.,n.a.,n.a.,n.a.
2006,USA,2003,Republicans,Republicans,5,0,0,state,0,0,,NA,4.654,,,n.a.,"Tembec Inc., et al v. United States of America (consolidated into ""Softwood Lumber Consolidated Proceeding"" 2005)",NA,1,0,0,0,CAN,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Agricultural enterprise (forestry),AGR,Not less than US$200m,200,yes,0,0,n.a.,n.a.,n.a.,n.a.
2013,VNM,2010,CPV,CPV,3.5,0,0,state,0,0,,0,3.954,,3.939 (2011),n.a.,Michael L. McKenzie v. Vietnam,1,3,1,1,2,USA,,1,n.a.,n.a.,n.a.,n.a.,UNCITRAL,United States-Vietnam Trade Relations Treaty,Tourism (resort),SER,unknown,unknown,yes,0,0,n.a.,n.a.,n.a.,n.a.
2014,VNM,2011,CPV,CPV,3.5,0,0,state,0,0,,0,3.997,,4.012 (2016),n.a.,Dialasie SAS v. Vietnam,1,3,1,1,2,FRA,,1,n.a.,n.a.,n.a.,n.a.,PCA,France-Vietnam BIT,Health services (clinic),SER,unknown,unknown,yes,0,0,n.a.,n.a.,n.a.,n.a.
2008,YEM,2007,GPC,GPC,3.429,0,1,state,0,0,,NA,2.955,,2.955 (2003),n.a.,Yemen Exploration and Production Company (U.S.) v. Republic of Yemen,NA,0,NA,NA,NA,USA,,1,n.a.,n.a.,n.a.,n.a.,ICC,Contract with host state,Oil and gas,OIL,US$10.9b,10900,yes,0,0,no,n.a.,n.a.,n.a.
2012,ARG,2009,FPV,FPV,1.727,1,1,state,0,0,,0,1.555,,,9/1/2010,ICS Inspection and Control Services Ltd v. Argentina,1,3,1,1,2,GBR,,0,LTU,n.a.,n.a.,n.a.,UNCITRAL,"United Kingdom-Argentina BIT, Argentina-Lithuania BIT",Import/Export,SER,US$25277011.10,25.3,yes,0,0,n.a.,n.a.,n.a.,n.a.
2007,ARG,2005,FPV,PJ,2.545,1,1,state,0,0,,0,1.554,,,ARB/05/1,Daimler Financial Services AG v. Argentine Republic,1,3,1,1,2,DEU,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-Germany BIT,Finance (financial services),FIN,unknown,unknown,yes,0,0,yes,2012,2014,discontinued
2008,ARG,2003,FPV,PJ,2.545,1,1,state,0,0,,0,1.557,,,ARB/03/5,Metalpar S.A. and Buen Aire S.A. v. Argentine Republic,1,3,1,1,2,CHL,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-Chile BIT,Manufacturing (busses and motor vehicles),MFG,"Approximately US$18m, plus interest",18,yes,0,0,no,n.a.,n.a.,n.a.
2008,ARG,2004,FPV,PJ,2.545,1,1,state,0,0,,0,1.557,,,ARB/04/14,Wintershall Aktiengesellschaft v. Argentine Republic,1,3,1,1,2,DEU,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-Germany BIT,Oil and gas,OIL,unknown,unknown,yes,0,0,no,n.a.,n.a.,n.a.
2008,ARG,2005,FPV,PJ,2.545,1,1,state,0,0,,0,1.557,,,ARB/05/5,TSA Spectrum de Argentina SA v. Argentine Republic,1,3,1,1,2,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-Netherlands BIT,Telecommunications,TEL,unknown,unknown,yes,0,0,no,n.a.,n.a.,n.a.
2013,BGR,2010,GERB,GERB,2.812,1,1,state,0,0,,0,2.802,,,6/1/2011,ST-AD GbmH v. Bulgaria,1,1,0,0,0,DEU,,0,n.a.,n.a.,n.a.,n.a.,PCA,Germany-Bulgaria BIT,Textile enterprise,MFG,unknown,unknown,yes,0,0,yes,2013,2013,upheld
2010,CAN,2006,CPC,LPC,2.667,1,0,state,0,0,,0,4.181,,,15/32,Merrill & Ring Forestry LP v. Canada,1,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Agricultural enterprise (forestry),AGR,US$25m,25,yes,0,0,n.a.,n.a.,n.a.,n.a.
2010,CAN,2002,CPC,LPC,3,1,0,state,0,0,,0,4.181,,,n.a.,Crompton Corp. (Chemtura) v. Canada,1,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Manufacturing (lindane),MFG,Approximately US$100m,100,yes,0,0,n.a.,n.a.,n.a.,n.a.
2007,CHL,2004,CPD,CPD,2.708,1,1,state,0,0,,0,2.82,,,ARB/04/7,Sociedad Anonima Eduardo Vieira v. Republic of Chile,1,3,1,1,2,ESP,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Chile-Spain BIT,Agricultural enterprise (fishing),AGR,unknown,unknown,yes,0,0,yes,2008,2010,upheld
2001,CZE,1999,CSSD,CSSD,1.571,1,1,state,0,0,,0,1.829,,,n.a.,Ronald Lauder v. Czech Republic,1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Czech Republic-United States BIT,Broadcasting enterprise,TEL,unknown,unknown,yes,0,0,n.a.,n.a.,n.a.,n.a.
2003,CZE,2002,CSSD,CSSD,1.571,1,1,state,0,0,,0,1.829,,,049/2002,William Nagel v. Czech Republic,1,3,1,1,2,GBR,,0,n.a.,n.a.,n.a.,n.a.,SCC,Czech Republic-United Kingdom BIT,"Telecommunications (mobile, GSM)",TEL,unknown,unknown,yes,0,0,n.a.,n.a.,n.a.,n.a.
2017,CZE,2015,CSSD,CSSD,1.571,1,1,state,0,0,,0,1.829,,,(SCC Case No. 2015/014),J.P. Busta and I.P. Busta v. The Czech Republic,1,3,1,1,2,GBR,,0,n.a.,n.a.,n.a.,n.a.,SCC,Czech Republic,Manufacturing (vehicles),MFG,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2017,CZE,2015,CSSD,CSSD,1.571,1,1,state,0,0,,0,1.829,,,(SCC Case No. 2014/181),Anglia Auto Accessories Ltd v. The Czech Republic,1,3,1,1,2,GBR,,0,n.a.,n.a.,n.a.,n.a.,SCC,Czech Republic-United Kingdom BIT,Manufacturing (vehicles),MFG,unknown,unknown,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2009,CZE,2005,ODS,CSSD,1.571,1,0,state,0,0,,0,4.263,4.229,,n.a.,European Media Ventures v. Czech Republic,1,0,NA,NA,NA,BELLUX,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Czech Republic-Luxembourg BIT,Broadcasting enterprise,TEL,unknown,unknown,yes,0,0,n.a.,n.a.,n.a.,n.a.
2009,CZE,2006,ODS,CSSD,1.571,1,0,state,0,0,,0,4.263,4.229,,ARB/06/5,Phoenix Action Ltd v. Czech Republic,1,0,NA,NA,NA,ISR,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Czech Republic-Israel BIT,Import/export (ferroalloys),SER,US$115.5m,115,yes,0,0,no,n.a.,n.a.,n.a.
2011,CZE,2005,independent,CSSD,1.571,1,NA,state,0,0,,0,NA,,,n.a.,Binder v. Czech Republic,1,0,NA,NA,NA,DEU,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Czech Republic-Germany BIT,Cargo services,SER,Czech Koruna 2.3b,406.8,yes,0,0,n.a.,n.a.,n.a.,n.a.
2005,DZA,2003,FLN,FLN,1.5,1,1,state,0,0,,0,1.674,,,ARB/03/8,Consortium Groupement L.E.S.I. - DIPENTA v. Algeria,1,3,1,1,2,ITA,,1,n.a.,n.a.,n.a.,n.a.,ICSID,Algeria-Italy BIT,Electric power concession (hydro),UTL,Approximately US$100m,100,yes,0,0,no,n.a.,n.a.,n.a.
2008,DZA,2005,FLN,FLN,1.5,1,1,state,0,0,,0,1.674,,,ARB/05/3,LESI SpA & Astaldi SpA v. People's Democratic Republic of Algeria,1,3,1,1,2,ITA,,1,n.a.,n.a.,n.a.,n.a.,ICSID,Algeria-Italy BIT,Electric power concession (hydro),UTL,unknown,unknown,yes,0,0,no,n.a.,n.a.,n.a.
2010,ECU,2008,PAIS,PAIS,1.667,1,1,state,0,0,,0,2.937,,,ARB/08/4,Murphy Exploration and Production Company International v. Republic of Ecuador,1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Ecuador-United States BIT,Oil and gas,OIL,unknown,unknown,yes,0,0,no,n.a.,n.a.,n.a.
2012,ECU,2009,PAIS,PAIS,1.667,1,1,state,0,0,,0,2.937,,,(PCA Case No. 2009-19),"Ulysseas, Inc v Ecuador",1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,PCA,Ecuador-United States BIT,Electric power concession,UTL,"US$35m (offer of compensation, approximately US$2m, not acceptable to investor)",35,yes,0,0,n.a.,n.a.,n.a.,n.a.
2007,ECU,2003,PAIS,PSP,2.833,1,1,state,0,0,,0,2.937,,,ARB/03/6,"MCI Power Group, LC & New Turbine, Inc. v. Republic of Ecuador",1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Ecuador-United States BIT,Electric power concession,UTL,unknown,unknown,yes,0,0,yes,2007,2009,upheld
2006,ECU,2003,independent,PSP,2.833,1,NA,state,0,0,,0,NA,,,UN3481,Encana v. Ecuador,1,-999,NA,NA,NA,CAN,,NA,n.a.,n.a.,n.a.,n.a.,LCIA,Canada-Ecuador BIT,Oil and gas (exploration),OIL,Approximately CAD100 million,70,yes,Respondent to pay Claimant sums it has deposit with the LCIA in connection with the costs of the arbitration (in the amount of US$330267.44). Each party shall bear its own legal costs.,0,n.a.,n.a.,n.a.,n.a.
